1 0.000000 0.000001
2 0.000000 0.000001
3 0.000000 0.000139
4 0.000000 0.000139
5 0.000000 0.003305
6 0.000000 0.003305
7 0.000000 0.031957
8 0.000000 0.031957
9 0.000000 0.153728
10 0.000000 0.153728
11 0.000000 0.419410
12 0.000000 0.419410
13 0.000000 0.729372
14 0.000000 0.729372
15 0.000000 0.924205
16 0.000000 0.924205
17 0.000000 0.988672
18 0.000000 0.988672
19 0.000000 0.999228
20 0.000000 0.999228
21 0.000000 0.999982
22 0.000000 0.999982
23 0.000000 1.000000
24 0.000000 1.000000
25 1.000000 1.000000
