1 0.000000 0.000000
2 0.000000 0.000000
3 0.000000 0.000044
4 0.000000 0.000044
5 0.000000 0.001247
6 0.000000 0.001247
7 0.000000 0.014480
8 0.000000 0.014480
9 0.000000 0.084319
10 0.000000 0.084319
11 0.000000 0.278599
12 0.000000 0.278599
13 0.000000 0.577491
14 0.000000 0.577491
15 0.000000 0.836530
16 0.000000 0.836530
17 0.000000 0.962241
18 0.000000 0.962241
19 0.000000 0.995322
20 0.000000 0.995322
21 0.000000 0.999733
22 0.000000 0.999733
23 0.000000 0.999995
24 0.000000 0.999995
25 0.000000 1.000000
26 0.000000 1.000000
27 1.000000 1.000000
