1 0.000000 0.000000
2 0.000000 0.000000
3 0.000000 0.000000
4 0.000000 0.000000
5 0.000000 0.000000
6 0.000000 0.000000
7 0.000000 0.000000
8 0.000000 0.000000
9 0.000000 0.000000
10 0.000000 0.000000
11 0.000000 0.000000
12 0.000000 0.000000
13 0.000000 0.000000
14 0.000000 0.000000
15 0.000000 0.000000
16 0.000000 0.000000
17 0.000000 0.000000
18 0.000000 0.000000
19 0.000000 0.000000
20 0.000000 0.000000
21 0.000000 0.000000
22 0.000000 0.000000
23 0.000000 0.000000
24 0.000000 0.000000
25 0.000000 0.000000
26 0.000000 0.000000
27 0.000000 0.000003
28 0.000000 0.000003
29 0.000000 0.000023
30 0.000000 0.000023
31 0.000000 0.000128
32 0.000000 0.000128
33 0.000000 0.000593
34 0.000000 0.000593
35 0.000000 0.002320
36 0.000000 0.002320
37 0.000000 0.007716
38 0.000000 0.007716
39 0.000000 0.021938
40 0.000000 0.021938
41 0.000000 0.053676
42 0.000000 0.053676
43 0.000000 0.113813
44 0.000000 0.113813
45 0.000000 0.210762
46 0.000000 0.210762
47 0.000000 0.343943
48 0.000000 0.343943
49 0.000000 0.500000
50 0.000000 0.500000
51 0.000000 0.656057
52 0.000000 0.656057
53 0.000000 0.789238
54 0.000000 0.789238
55 0.000000 0.886187
56 0.000000 0.886187
57 0.000000 0.946324
58 0.000000 0.946324
59 0.000000 0.978062
60 0.000000 0.978062
61 0.000000 0.992284
62 0.000000 0.992284
63 0.000000 0.997680
64 0.000000 0.997680
65 0.000000 0.999407
66 0.000000 0.999407
67 0.000000 0.999872
68 0.000000 0.999872
69 0.000000 0.999977
70 0.000000 0.999977
71 0.000000 0.999997
72 0.000000 0.999997
73 0.000000 1.000000
74 0.000000 1.000000
75 0.000000 1.000000
76 0.000000 1.000000
77 0.000000 1.000000
78 0.000000 1.000000
79 0.000000 1.000000
80 0.000000 1.000000
81 0.000000 1.000000
82 0.000000 1.000000
83 0.000000 1.000000
84 0.000000 1.000000
85 0.000000 1.000000
86 0.000000 1.000000
87 0.000000 1.000000
88 0.000000 1.000000
89 0.000000 1.000000
90 0.000000 1.000000
91 0.000000 1.000000
92 0.000000 1.000000
93 0.000000 1.000000
94 0.000000 1.000000
95 0.000000 1.000000
96 0.000000 1.000000
97 0.000000 1.000000
98 0.000000 1.000000
99 0.000000 1.000000
100 1.000000 1.000000
